clean_lyric,artist,cluster,x0,x1
so always let it be more light now youre in the dark so always let it be more light so always let it be more light so always let it be more light now youre in the dark  if we could be kind to all of our neighbours everyone met all over this planet then all the wars could stop for once and all everyone could just keep on hold in hand if there is really a god everyone around the world could be equal how about those things tell me what you trink the unreasonable how can you explain  stone cold break stone cold break stone cold break stone cold break and give it a bash and turn it up give it a fly say stone cold break give it a bash give it a fly give it a buck turn it up  so always let it be more light so always let it be more light so always let it be more light now youre in the dark so always let it be more light so always let it be more light so always let it be more light now youre in the dark  so always let it be more light so always let it be more light ], 10-FEET,Cluster_3,-0.16623674738929475,-0.021721307845598954
i dont know since when i changed to such a cold-hearted guy i have to warm this frozen icy lonely heart to thaw i like being wrapped with warmness more than anything else for sure im gonna make my coming days to be filled with laughter and joy  i let myself down that im more cruel than i thought i would be im just a loser who ends up by caring for my soul i dont give my heart to no one cause i dont wanna waste my time i tried to love this loneliness to slip out of this lonesome hole  sorrow is what i hate but its grown my sensations regrets taught me how to make any hard decisions peace is always by my side but ive never felt it once love is not the word only for the sweet romance  well im scared scared scared scared to death and im scared to keep on going on my way well im scared scared scared scared to death and ill tell myself im special till the end  recalling my torn broken aching heart of these long days and all the memories i wanted to forget for making leaps recalling aching breaking crying making sure to me and i take all and grin at my future on the way ], 10-FEET,Cluster_3,-0.19086149236163102,-0.025455565028968764
baby when i met you there was peace unknown i set out to get you with a fine tooth comb i was soft inside there was sumthen goes on you do sumthen to me that i cant explain hold me closer and i feel no pain every beat of my heart we got sumthen goen on tender love is blind it requires a dedication all this love we feel needs no conversation rely on eachother maken love with eachother  islands in the stream that is what we are no one in between how could we be wrong sail away with me to another world we can rely on eachother from one lover to another  i cant live without you when your love is gone everything is nothing when you got no woman and you just walk in the night slowly losen sight of the real thing that wont happen to us and we got no doubt too deep in love and we got no way out and the message is clear this could be the year of the real thing no more will you cry baby i will hurt you never we started in as one in love forever we rely on eachother maken love with eachother  islands in the stream that is what we are no one in between how could we be wrong sail away with me to another world we can rely on eachother from one lover to another ], 10-FEET,Cluster_3,-0.22814314447202963,-0.0343220752526489
its just a waste of time if you cant do anymore do your best and lay back and leave the rest to god imi to genin to guuzen ga koko ni yorisoi hitotsu ni naru toki nagare yuku koto ga kesshite toshioi take koto ja nai kimi ga tada iru dake de ikigai ni naru hito ga iru koto kiku dake de kiku dake de tsukisasaru uta to kareru made nagare yuku kawa   *haha wa nai ta te ni fure nai ta yokatta to hitokoto mata nai ta kimi wa nai ta shinshin to nai ta ureshii to hitokoto mata nai ta boku wa nai ta tadatada nai ta ki ga tsuku to hitori de nai te i ta mukashi itta ano basho ni itta ano river*  its just a waste of time if you cant do anymore do your best and lay back and leave the rest to god imi to genin to guuzen ga koko ni yorisoi hitotsu ni naru toki nagare yuku koto ga kesshite toshioi take koto ja nai kimi ga tada iru dake de ikigai ni naru hito ga iru koto kiku dake de kiku dake de tsukisasaru uta to kareru made nagare yuku kawa  *refrão*  tasuke te no sono hitokoto wa boku no sonzai o hitei suru mono sonna chikai tonda kanchigai dare mo hitori de iki te ike nai tasuke motome ta kimi ni motome ta soshite jibun ni mo mata motomeru mada modoreru mata otozureru ano river  *refrão*  haha wa nai ta te ni fure nai ta kitto daijoubu to mata nai ta kimi wa nai ta shinshin to nai ta boku ga tsui te iru to mata nai ta boku wa nai ta tadatada nai ta ki ga tsuku to hitori de nai te i ta mukashi itta ano basho ni itta ano river ], 10-FEET,Cluster_1,0.06039103764484054,0.13909326710897357
i came across that scenery it brought back those bad times the days i wanted to escape and run away from crying are out there somewhere i dont wanna find  i miss you ah   (ai gakoreppocchimo naku te hakujou na (aa) kirehashi ga jitsuha hontou no boku nanda) tte me wo sama shite sabishi sani odoroi te akari mo tsuke zu nai teta  i came across that scenery it brought back those bad times the days i wanted to escape and run away from crying are out there somewhere i dont wanna find  i miss you ah   ai takutemo kanawa nu wakare niha (aa) naki saken dattemou todoka nai kokoro gasayonara ie ta toki ai wo kome te naki waratta  i miss you ah   (ai gakoreppocchimo naku te hakujou na (aa) kirehashi ga jitsuha hontou no boku nanda) tte me wo sama shite sabishi sani odoroi te akari mo tsuke zu nai teta ai takutemo kanawa nu wakare niha (aa) naki saken de yon datte todoka nai kokoro gasayonara ie ta toki ai wo kome te naki waratta ai wo kome te naki waratta ai wo kome te naki waratta ], 10-FEET,Cluster_1,0.033125357052630845,0.09643388963957424
its just a false just a hole just a false just a hole  everything i really want me to be im lookin at keys like its lookin cause i want me to be the greed is making me high on and on  its just a false just a hole just a false just a hole  im singin and keepin you and a dirty play at the freedom studio  im closin the tv show and the final actions set on mac   i wanna kill you you wanna kill me i wanna kill you you wanna kill me i wanna kill you you wanna kill me i wanna kill you i wanna kill you  never is a long day never say die  never is a long day never say die  never is a long day never say die  i wanna kill you  i keep in with you keep it away keep it away from reality i keep in with you keep it away keep it away from reality i keep in with you keep it away keep it away from reality i keep in with you keep it away keep it away from reality  i wanna kill you you wanna kill me i wanna kill you you wanna kill me i wanna kill you you wanna kill me i wanna kill you i wanna kill you  never is a long day never say die  never is a long day never say die  never is a long day never say die  i wanna kill you  i keep in with you keep it away keep it away from reality i keep in with you keep it away keep it away from reality i keep in with you keep it away keep it away from reality i keep in with you keep it away keep it away from reality na na na na na ], 10-FEET,Cluster_3,-0.10828662914734662,7.435714827947178e-05
cry for love cry for yourself cry for love cry for yourself  tatakau koto uso wo tsuku koto samishii koto hohoemu tsuyosa kesenai hodo kanashii dekigoto kimi wa yatto waratta  sorosoro buttonde fly  naitenjyanai  tatakau kesshin wa dekitandesukai  shousan wa nai risky na try kyouran na style no chousensha tsune ni furi na tachiba de idondeke imakoso jinsei no domannaka hoeru wow (wow) kusarikiru mae ni me wo samase  cry for love cry for yourself cry for love cry for yourself  ittai nanno tame no uso nanda  mou boku wa dokonimo inainda nanno tame ni ikiteirunndarou  sakenda waratte ikiru koto ni tsukarete hito wa kodoku na ikimono datte yasashisa to yowasa no hazama de sakenda  yasashii hito omoiyaru hito ichiban kanashii hito tatta hitori tatakattekita kimi wa yatto waratta  takaga suubun dake no haji to yuuki de omae no shourai ga kawarunara hoero wow (wow) ai ni michiafureta ashita wo  cry for love cry for yourself cry for love cry for yourself  ittai nanno tame no uso nanda  mou boku wa dokonimo inainda nanno tame ni ikiteirundarou  sakenda  kokoro no katachi ga kawattemo subete wo gisei ni shitemo ii soko ni ai to anata ga arunara sakende  sakende ], 10-FEET,Cluster_1,0.09187912450095885,0.15172572827417433
jump around jumping free its all depends on you jump around jumping free say yeah yeah jump around jumping free its all depends on you jump around jumping free say yeah yeah  if our hearts werent stained black hate and anger would be a measure of the people we meet each day theres no need to defy theres no need to kill lies bluffs make them the truth deal with the small before the big no need to always be such a good boy or such a girl just blow  no goody-two-shoes conscience-go just stay outta my way go get outta my way oh ive got so much further to go no goody-two-shoes conscience-go just stay outta my way go get outta my way oh everybody rise up yeah  i might go crazy my heart wont even move at all its like memories just start growing so bright i might go crazy the future is so scary now maybe one day (maybe one day) can overcome (can overcome)  jump around jumping free its all depends on you jump around jumping free say yeah yeah jump around jumping free its all depends on you jump around jumping free say yeah yeah  if our hearts werent stained black hate and anger would be a measure of the people we meet each day theres no need to defy theres no need to kill lies bluffs make them the truth deal with the small before the big no need to always be such a good boy or such a girl just blow  no goody-two-shoes conscience-go just stay outta my way go get outta my way oh ive got so much further to go no goody-two-shoes conscience-go just stay outta my way go get outta my way oh everybody rise up yeah  i might go crazy my heart wont even move at all its like memories just start growing so bright i might go crazy the future is so scary now maybe one day (maybe one day) can overcome (can overcome)  jump around jumping free its all depends on you jump around jumping free say yeah yeah jump around jumping free its all depends on you jump around jumping free say yeah yeah  jump around yeah ], 10-FEET,Cluster_3,-0.1616928325586838,-0.00773666096194032
aa kanawanakatta yume aa mezamete ma mo naku omoidasaseru suigara no kazu mado no sukima kara nozoku asa asagiri de kao wo arau akaku hareta mabuta wo itsu ni naku taemanaku haki mo naku hana zuruzuru iwashite naku zenbu nagedashitai sugu akirametai tanin no sei ni shite nigedashitai tada hitotsu ki ni naru yume ga yume de aritsuzukeru shikashi mirai no ore ga ore ni iu kono ore no yume kanaeta no wa you   aa kanawanakatta yume aa kawaranakatta yume aa kanaikitta yume aa kawarikitta yume tsutaiochita kazu korekara hohoemu new life   mezamete ma mo naku omoidasaseru suigara no kazu mado no sukima kara nozoku asa asagiri de kao wo arau kaku hareta mabuta wo hitori ni natte omoidasu hibi yo ga yo nara ore mo shakaijin ano shunkan ni chokkan de koudou joukyou henka genzai genkai de houkou  nani hitotsu kawaranai tayorinai korinai menmen oyaji ni natta ore ga iu kono ore no yume kanaeta no wa you   aa kanawanakatta yume aa kawaranakatta yume aa kanaikitta yume aa kawarikitta yume waratta kazu dake tsutaiochiteyuku new life   ki wo ushinau youna kanashisa to kitto itsuka wa umaku yareruto setsunasa to kuyashisa ga tokiori mi wo teishite koufuku ataeru ki wo ushinauyouna kanashisa to kitto itsuka wa umaku yareruto kaze ni mukashi no hibi kaoru toki  aa kanawanakatta yume aa kawaranakatta yume aa kanaikitta yume aa kawarikitta yume tsutaiochita kazu korekara hohoemu new life  new life  ], 10-FEET,Cluster_1,0.1054502546944406,0.2213289809213423
gradually i came to realize i was growing up all dull and boring gradually i came to realize i was growing up all dull and boring growing up all dull and boring  gradually i noticed that i was turning into such a boring grown-up (grown-up) always saying not like myself (myself) today there is always another side of myself within my mind one i like is the big gentle-minded one so pure in itself (so pure in itself) one i hate\s a sarcastic fool to me sarcastic fool sarcastic fool sarcastic foolto me  the one i like and the one i really hate there have always been two of myself thought about it once on a rainy day the one i like is myself from the old day the one i hate is myself of the present thought about it once on a rainy day  mukashi no kimi ga ima kimi ni kiku naze itsumo uso wo tsukuno   sukoshizutsu tsumaranai otona ni aa chikazuiteiku  everybody around me are nice and im the only one no good (the only one no good) always saying in a moment or two in a moment or two  in a moment or two cant look in the mirror hate myself putting other at fault about my worsening character (worsening character) very cold to others thinking that you thinking that you thinking that you want to show your good side  jump up  right now    why you always lie to you  why you always lie to you  why you always lie to you  to yourself ], 10-FEET,Cluster_3,-0.15429298443273406,0.015952203306108685
